,Unnamed: 0,id,submitdate,startdate,datestamp,Modyfikator,Grupa,Odpowiedź,Odpowiedzialność,Płeć,Rok urodzenia,Wykształcenie,Wykształcenie inne,Wykształcenie filozoficzne
1099,1099,1125,2015-04-20 17:22:59,2015-04-20 17:20:32,2015-04-20 17:22:59,Specjalnie,Help,Nie,1.0,Mężczyzna,1976.0,Wyższe,,Nie
1100,1100,1126,2015-04-20 17:23:19,2015-04-20 17:20:40,2015-04-20 17:23:19,Umyślnie,Harm,Tak,1.0,Mężczyzna,1991.0,Wyższe,,Nie
1101,1101,1127,2015-04-20 17:25:44,2015-04-20 17:21:55,2015-04-20 17:25:44,Świadomie,Help,Tak,1.0,Kobieta,27.0,Wyższe,,Nie
1102,1102,1128,2015-04-20 17:27:49,2015-04-20 17:26:29,2015-04-20 17:27:49,Świadomie,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1103,1103,1129,2015-04-20 17:29:40,2015-04-20 17:26:31,2015-04-20 17:29:40,Specjalnie,Harm,Nie,1.0,Kobieta,1992.0,Średnie,,Nie
1105,1105,1131,2015-04-20 17:29:32,2015-04-20 17:28:26,2015-04-20 17:29:32,Zamierzał,Harm,Nie,1.0,Kobieta,1973.0,Wyższe,,Tak
1107,1107,1133,2015-04-20 17:34:23,2015-04-20 17:32:51,2015-04-20 17:34:23,Celowo,Harm,Nie,1.0,Mężczyzna,94.0,Średnie,,Nie
1108,1108,1134,2015-04-20 17:42:14,2015-04-20 17:37:32,2015-04-20 17:42:14,Celowo,Help,Nie,3.0,Kobieta,1991.0,Wyższe,,Nie
1112,1112,1138,2015-04-20 18:02:04,2015-04-20 17:59:26,2015-04-20 18:02:04,Z rozmysłem,Harm,Tak,2.0,Kobieta,1995.0,Średnie,,Nie
1113,1113,1139,2015-04-20 18:02:39,2015-04-20 18:00:49,2015-04-20 18:02:39,Zamierzał,Help,Nie,4.0,Kobieta,1996.0,Średnie,,Nie
1114,1114,1140,2015-04-20 18:05:17,2015-04-20 18:03:29,2015-04-20 18:05:17,Celowo,Help,Tak,5.0,Kobieta,1980.0,Wyższe,,Nie
1118,1118,1144,2015-04-20 18:18:17,2015-04-20 18:16:21,2015-04-20 18:18:17,Celowo,Help,Nie,4.0,Kobieta,1989.0,Wyższe,,Nie
1119,1119,1145,2015-04-20 18:25:54,2015-04-20 18:24:51,2015-04-20 18:25:54,Chciał,Help,Nie,5.0,Mężczyzna,1979.0,Wyższe,,Tak
1120,1120,1146,2015-04-20 18:34:53,2015-04-20 18:32:59,2015-04-20 18:34:53,Świadomie,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1121,1121,1147,2015-04-20 18:39:36,2015-04-20 18:34:13,2015-04-20 18:39:36,Umyślnie,Harm,Nie,3.0,Kobieta,1973.0,Wyższe,,Nie
1122,1122,1148,2015-04-20 18:38:40,2015-04-20 18:36:56,2015-04-20 18:38:40,Specjalnie,Harm,Tak,1.0,Mężczyzna,1982.0,Wyższe,,Nie
1123,1123,1149,2015-04-20 18:40:18,2015-04-20 18:39:06,2015-04-20 18:40:18,Zamierzał,Help,Nie,3.0,Kobieta,1984.0,Wyższe,,Nie
1124,1124,1150,2015-04-20 18:41:50,2015-04-20 18:40:05,2015-04-20 18:41:50,Zamierzał,Help,Nie,4.0,Kobieta,1996.0,Średnie,,Nie
1125,1125,1151,2015-04-20 18:44:46,2015-04-20 18:41:05,2015-04-20 18:44:46,Celowo,Harm,Tak,2.0,Kobieta,1996.0,Średnie,,Nie
1126,1126,1152,2015-04-20 18:44:15,2015-04-20 18:42:27,2015-04-20 18:44:15,Z rozmysłem,Help,Tak,4.0,Kobieta,1994.0,Średnie,,Nie
1127,1127,1153,2015-04-20 18:49:28,2015-04-20 18:47:34,2015-04-20 18:49:28,Chciał,Harm,Tak,1.0,Kobieta,1983.0,Wyższe,,Nie
1129,1129,1155,2015-04-20 18:54:19,2015-04-20 18:52:59,2015-04-20 18:54:19,Z rozmysłem,Harm,Tak,1.0,Kobieta,1986.0,Wyższe,,Nie
1130,1130,1156,2015-04-20 18:59:18,2015-04-20 18:58:16,2015-04-20 18:59:18,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1988.0,Wyższe,,Nie
1131,1131,1157,2015-04-20 19:00:30,2015-04-20 18:58:41,2015-04-20 19:00:30,Z rozmysłem,Harm,Tak,2.0,Kobieta,1997.0,Średnie,,Nie
1134,1134,1160,2015-04-20 19:10:25,2015-04-20 19:09:18,2015-04-20 19:10:25,Celowo,Harm,Nie,1.0,Mężczyzna,1990.0,Wyższe,,Nie
1135,1135,1161,2015-04-20 19:12:31,2015-04-20 19:11:30,2015-04-20 19:12:31,Świadomie,Harm,Tak,1.0,Kobieta,1995.0,Średnie,,Nie
1136,1136,1162,2015-04-20 19:17:58,2015-04-20 19:15:49,2015-04-20 19:17:58,Z rozmysłem,Help,Nie,1.0,Kobieta,1997.0,Podstawowe,,Nie
1137,1137,1163,2015-04-20 19:21:50,2015-04-20 19:20:31,2015-04-20 19:21:50,Celowo,Harm,Tak,1.0,Kobieta,1992.0,Średnie,,Nie
1140,1140,1166,2015-04-20 19:45:07,2015-04-20 19:42:57,2015-04-20 19:45:07,Świadomie,Harm,Tak,1.0,Kobieta,1992.0,Wyższe,,Nie
1141,1141,1167,2015-04-20 19:46:54,2015-04-20 19:44:29,2015-04-20 19:46:54,Specjalnie,Help,Nie,1.0,Mężczyzna,1988.0,Wyższe,,Tak
1143,1143,1169,2015-04-20 19:52:44,2015-04-20 19:51:16,2015-04-20 19:52:44,Świadomie,Harm,Tak,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1144,1144,1170,2015-04-20 19:54:58,2015-04-20 19:52:16,2015-04-20 19:54:58,Świadomie,Help,Nie,4.0,Kobieta,1989.0,Wyższe,,Nie
1146,1146,1172,2015-04-20 20:00:02,2015-04-20 19:57:39,2015-04-20 20:00:02,Umyślnie,Help,Tak,2.0,Mężczyzna,25.0,Wyższe,,Nie
1147,1147,1173,2015-04-20 20:01:06,2015-04-20 19:58:27,2015-04-20 20:01:06,Umyślnie,Help,Nie,5.0,Kobieta,1987.0,Średnie,,Nie
1148,1148,1174,2015-04-20 20:42:22,2015-04-20 19:59:24,2015-04-20 20:42:22,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1991.0,Średnie,,Nie
1149,1149,1175,2015-04-20 20:05:16,2015-04-20 20:03:58,2015-04-20 20:05:16,Zamierzał,Help,Nie,1.0,Kobieta,27.0,Wyższe,,Nie
1151,1151,1177,2015-04-20 20:14:54,2015-04-20 20:10:10,2015-04-20 20:14:54,Świadomie,Help,Tak,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1152,1152,1178,2015-04-20 20:18:55,2015-04-20 20:17:15,2015-04-20 20:18:55,Umyślnie,Help,Nie,5.0,Kobieta,1993.0,Średnie,,Nie
1153,1153,1179,2015-04-20 20:31:33,2015-04-20 20:19:56,2015-04-20 20:31:33,Zamierzał,Help,Nie,5.0,Mężczyzna,1993.0,Średnie,,Nie
1154,1154,1180,2015-04-20 20:21:21,2015-04-20 20:20:01,2015-04-20 20:21:21,Brak przysłówka,Help,Tak,3.0,Kobieta,1997.0,Podstawowe,,Nie
1155,1155,1181,2015-04-20 20:24:15,2015-04-20 20:21:47,2015-04-20 20:24:15,Brak przysłówka,Help,Tak,3.0,Kobieta,1991.0,Wyższe,,Nie
1156,1156,1182,2015-04-20 20:24:00,2015-04-20 20:22:42,2015-04-20 20:24:00,Umyślnie,Harm,Tak,2.0,Mężczyzna,1993.0,Średnie,,Nie
1157,1157,1183,2015-04-20 20:30:51,2015-04-20 20:28:53,2015-04-20 20:30:51,Celowo,Help,Nie,3.0,Kobieta,1987.0,Średnie,,Nie
1159,1159,1185,2015-04-20 20:33:16,2015-04-20 20:31:51,2015-04-20 20:33:16,Brak przysłówka,Harm,Nie,2.0,Kobieta,1993.0,Średnie,,Nie
1160,1160,1186,2015-04-20 20:33:55,2015-04-20 20:32:22,2015-04-20 20:33:55,Umyślnie,Harm,Tak,1.0,Kobieta,1987.0,Wyższe,,Nie
1162,1162,1188,2015-04-20 20:37:29,2015-04-20 20:36:14,2015-04-20 20:37:29,Brak przysłówka,Harm,Tak,2.0,Kobieta,1989.0,Wyższe,,Nie
1163,1163,1189,2015-04-20 20:37:56,2015-04-20 20:36:48,2015-04-20 20:37:56,Świadomie,Harm,Tak,1.0,Kobieta,1993.0,Średnie,,Nie
1164,1164,1190,2015-04-20 20:41:35,2015-04-20 20:39:28,2015-04-20 20:41:35,Z rozmysłem,Help,Nie,2.0,Kobieta,1995.0,Średnie,,Nie
1165,1165,1191,2015-04-20 20:44:57,2015-04-20 20:42:40,2015-04-20 20:44:57,Zamierzał,Harm,Nie,1.0,Kobieta,1984.0,Wyższe,,Nie
1168,1168,1194,2015-04-20 20:48:28,2015-04-20 20:46:58,2015-04-20 20:48:28,Chciał,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
1169,1169,1195,2015-04-20 20:54:22,2015-04-20 20:52:14,2015-04-20 20:54:22,Specjalnie,Help,Nie,1.0,Kobieta,1992.0,Wyższe,,Nie
1170,1170,1196,2015-04-20 20:56:15,2015-04-20 20:55:04,2015-04-20 20:56:15,Celowo,Harm,Nie,1.0,Mężczyzna,1994.0,Średnie,,Nie
1171,1171,1197,2015-04-20 20:58:50,2015-04-20 20:56:53,2015-04-20 20:58:50,Brak przysłówka,Help,Tak,5.0,Kobieta,1980.0,Wyższe,,Nie
1173,1173,1199,2015-04-20 21:01:15,2015-04-20 20:59:42,2015-04-20 21:01:15,Brak przysłówka,Help,Tak,2.0,Kobieta,1990.0,Średnie,,Nie
1174,1174,1200,2015-04-20 21:00:49,2015-04-20 20:59:52,2015-04-20 21:00:49,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1175,1175,1201,2015-04-20 21:02:38,2015-04-20 21:01:08,2015-04-20 21:02:38,Świadomie,Help,Tak,4.0,Mężczyzna,1990.0,Wyższe,,Nie
1177,1177,1203,2015-04-20 21:09:44,2015-04-20 21:08:21,2015-04-20 21:09:44,Zamierzał,Harm,Nie,1.0,Kobieta,1989.0,Wyższe,,Nie
1178,1178,1204,2015-04-20 21:09:59,2015-04-20 21:08:47,2015-04-20 21:09:59,Chciał,Help,Nie,3.0,Mężczyzna,1988.0,Wyższe,,Nie
1179,1179,1205,2015-04-20 21:16:31,2015-04-20 21:14:38,2015-04-20 21:16:31,Chciał,Help,Nie,1.0,Kobieta,1993.0,Średnie,,Nie
1180,1180,1206,2015-04-20 21:16:12,2015-04-20 21:14:56,2015-04-20 21:16:12,Chciał,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
1181,1181,1207,2015-04-20 21:20:59,2015-04-20 21:19:42,2015-04-20 21:20:59,Specjalnie,Harm,Tak,1.0,Mężczyzna,1995.0,Średnie,,Nie
1182,1182,1208,2015-04-20 23:12:39,2015-04-20 21:20:55,2015-04-20 23:12:39,Celowo,Help,Nie,5.0,Kobieta,1980.0,Wyższe,,Nie
1183,1183,1209,2015-04-20 21:33:18,2015-04-20 21:31:01,2015-04-20 21:33:18,Specjalnie,Help,Tak,1.0,Kobieta,1992.0,Wyższe,,Nie
1184,1184,1210,2015-04-20 21:42:12,2015-04-20 21:33:15,2015-04-20 21:42:12,Celowo,Harm,Tak,2.0,Kobieta,1996.0,Średnie,,Nie
1186,1186,1212,2015-04-20 21:37:25,2015-04-20 21:36:04,2015-04-20 21:37:25,Zamierzał,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
1187,1187,1213,2015-04-20 21:40:56,2015-04-20 21:38:37,2015-04-20 21:40:56,Zamierzał,Help,Nie,1.0,Mężczyzna,1982.0,Wyższe,,Nie
1188,1188,1214,2015-04-20 21:39:50,2015-04-20 21:39:02,2015-04-20 21:39:50,Umyślnie,Harm,Nie,3.0,Mężczyzna,1984.0,Wyższe,,Nie
1189,1189,1215,2015-04-20 21:45:41,2015-04-20 21:44:38,2015-04-20 21:45:41,Specjalnie,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1190,1190,1216,2015-04-20 21:48:56,2015-04-20 21:47:46,2015-04-20 21:48:56,Świadomie,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
1191,1191,1217,2015-04-20 21:50:52,2015-04-20 21:48:20,2015-04-20 21:50:52,Specjalnie,Harm,Tak,1.0,Mężczyzna,1980.0,Średnie,,Nie
1192,1192,1218,2015-04-20 21:52:25,2015-04-20 21:50:45,2015-04-20 21:52:25,Z rozmysłem,Harm,Tak,1.0,Kobieta,1994.0,Wyższe,,Nie
1193,1193,1219,2015-04-20 21:54:38,2015-04-20 21:51:41,2015-04-20 21:54:38,Zamierzał,Harm,Tak,2.0,Kobieta,1979.0,Wyższe,,Nie
1194,1194,1220,2015-04-20 21:55:56,2015-04-20 21:52:38,2015-04-20 21:55:56,Brak przysłówka,Help,Tak,3.0,Kobieta,1972.0,Wyższe,,Nie
1196,1196,1222,2015-04-20 21:57:32,2015-04-20 21:56:26,2015-04-20 21:57:31,Chciał,Harm,Nie,1.0,Kobieta,1995.0,Średnie,,Nie
1197,1197,1223,2015-04-20 22:06:36,2015-04-20 22:05:08,2015-04-20 22:06:36,Specjalnie,Harm,Nie,5.0,Kobieta,17.0,Średnie,,Nie
1199,1199,1225,2015-04-20 22:13:36,2015-04-20 22:10:42,2015-04-20 22:13:36,Świadomie,Harm,Tak,1.0,Mężczyzna,1976.0,Wyższe,,Nie
1200,1200,1226,2015-04-20 22:17:50,2015-04-20 22:16:29,2015-04-20 22:17:50,Umyślnie,Harm,Tak,1.0,Mężczyzna,1972.0,Wyższe,,Nie
1201,1201,1227,2015-04-20 22:19:28,2015-04-20 22:16:52,2015-04-20 22:19:28,Świadomie,Help,Nie,5.0,Kobieta,1987.0,Średnie,,Nie
1202,1202,1228,2015-04-20 22:19:38,2015-04-20 22:18:12,2015-04-20 22:19:38,Świadomie,Harm,Nie,3.0,Kobieta,1966.0,Wyższe,,Nie
1203,1203,1229,2015-04-20 22:21:44,2015-04-20 22:19:46,2015-04-20 22:21:44,Świadomie,Help,Nie,5.0,Kobieta,1989.0,Wyższe,,Nie
1205,1205,1231,2015-04-20 22:37:29,2015-04-20 22:35:55,2015-04-20 22:37:29,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1993.0,Średnie,,Tak
1206,1206,1232,2015-04-20 22:38:40,2015-04-20 22:36:52,2015-04-20 22:38:40,Świadomie,Harm,Tak,1.0,Kobieta,1986.0,Wyższe,,Nie
1207,1207,1233,2015-04-20 22:40:20,2015-04-20 22:38:32,2015-04-20 22:40:20,Z rozmysłem,Harm,Tak,1.0,Kobieta,1994.0,Średnie,,Nie
1208,1208,1234,2015-04-20 23:09:39,2015-04-20 23:08:12,2015-04-20 23:09:39,Świadomie,Help,Nie,1.0,Kobieta,1982.0,Wyższe,,Tak
1210,1210,1236,2015-04-20 23:12:42,2015-04-20 23:10:39,2015-04-20 23:12:42,Świadomie,Help,Nie,4.0,Kobieta,1979.0,Wyższe,,Nie
1211,1211,1237,2015-04-20 23:16:28,2015-04-20 23:15:18,2015-04-20 23:16:28,Specjalnie,Harm,Tak,1.0,Kobieta,1984.0,Wyższe,,Nie
1212,1212,1238,2015-04-20 23:21:41,2015-04-20 23:19:27,2015-04-20 23:21:41,Zamierzał,Help,Nie,5.0,Kobieta,1961.0,Wyższe,,Nie
1213,1213,1239,2015-04-20 23:28:23,2015-04-20 23:26:58,2015-04-20 23:28:23,Brak przysłówka,Help,Tak,1.0,Mężczyzna,1972.0,Wyższe,,Nie
1214,1214,1240,2015-04-20 23:28:26,2015-04-20 23:27:12,2015-04-20 23:28:26,Brak przysłówka,Harm,Tak,1.0,Kobieta,1992.0,Wyższe,,Nie
1216,1216,1242,2015-04-20 23:33:46,2015-04-20 23:31:37,2015-04-20 23:33:46,Celowo,Help,Tak,4.0,Mężczyzna,1994.0,Średnie,,Nie
1218,1218,1244,2015-04-20 23:36:15,2015-04-20 23:34:08,2015-04-20 23:36:15,Umyślnie,Help,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
1219,1219,1245,2015-04-20 23:35:58,2015-04-20 23:34:29,2015-04-20 23:35:58,Zamierzał,Harm,Nie,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1220,1220,1246,2015-04-20 23:39:08,2015-04-20 23:37:07,2015-04-20 23:39:08,Brak przysłówka,Harm,Nie,4.0,Kobieta,1993.0,Średnie,,Nie
1223,1223,1249,2015-04-21 00:23:27,2015-04-21 00:21:29,2015-04-21 00:23:27,Umyślnie,Harm,Tak,1.0,Mężczyzna,1991.0,Wyższe,,Nie
1226,1226,1254,2015-04-21 01:03:39,2015-04-21 01:02:13,2015-04-21 01:03:38,Zamierzał,Harm,Nie,1.0,Mężczyzna,1978.0,Wyższe,,Nie
1228,1228,1256,2015-04-21 01:08:30,2015-04-21 01:06:41,2015-04-21 01:08:30,Zamierzał,Help,Nie,1.0,Mężczyzna,1988.0,Wyższe,,Nie
1229,1229,1285,2015-04-21 02:01:15,2015-04-21 01:59:49,2015-04-21 02:01:15,Specjalnie,Help,Nie,5.0,Mężczyzna,1988.0,Wyższe,,Nie
1232,1232,1292,2015-04-21 06:28:08,2015-04-21 06:26:30,2015-04-21 06:28:08,Zamierzał,Help,Nie,4.0,Kobieta,1989.0,Wyższe,,Nie
1234,1234,1294,2015-04-21 07:06:36,2015-04-21 07:02:08,2015-04-21 07:06:36,Zamierzał,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
1235,1235,1295,2015-04-21 07:12:55,2015-04-21 07:10:48,2015-04-21 07:12:55,Specjalnie,Help,Nie,5.0,Kobieta,1980.0,Średnie,,Nie
1236,1236,1296,2015-04-21 07:28:30,2015-04-21 07:25:34,2015-04-21 07:28:30,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1980.0,Wyższe,,Nie
1237,1237,1297,2015-04-21 07:49:20,2015-04-21 07:47:31,2015-04-21 07:49:19,Umyślnie,Harm,Tak,2.0,Mężczyzna,1987.0,Średnie,,Tak
1238,1238,1298,2015-04-21 07:49:46,2015-04-21 07:48:39,2015-04-21 07:49:46,Specjalnie,Harm,Nie,2.0,Mężczyzna,1987.0,Wyższe,,Nie
1239,1239,1299,2015-04-21 08:18:44,2015-04-21 08:17:24,2015-04-21 08:18:44,Chciał,Harm,Tak,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1240,1240,1300,2015-04-21 08:31:24,2015-04-21 08:29:50,2015-04-21 08:31:22,Chciał,Help,Nie,2.0,Kobieta,1989.0,Doktorat,,Nie
1243,1243,1303,2015-04-21 08:40:18,2015-04-21 08:38:59,2015-04-21 08:40:18,Celowo,Harm,Tak,1.0,Kobieta,1980.0,Wyższe,,Nie
1244,1244,1304,2015-04-21 08:50:55,2015-04-21 08:49:14,2015-04-21 08:50:55,Specjalnie,Harm,Tak,2.0,Mężczyzna,1994.0,Średnie,,Nie
1245,1245,1305,2015-04-21 09:14:59,2015-04-21 09:09:53,2015-04-21 09:14:59,Specjalnie,Help,Nie,4.0,Kobieta,1962.0,Wyższe,,Nie
1248,1248,1308,2015-04-21 09:32:00,2015-04-21 09:29:57,2015-04-21 09:32:00,Świadomie,Harm,Tak,1.0,Kobieta,1975.0,Wyższe,,Nie
1249,1249,1309,2015-04-21 09:33:44,2015-04-21 09:32:01,2015-04-21 09:33:44,Zamierzał,Harm,Nie,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1250,1250,1310,2015-04-21 09:47:02,2015-04-21 09:45:20,2015-04-21 09:47:02,Brak przysłówka,Help,Tak,1.0,Mężczyzna,1958.0,Wyższe,,Nie
1251,1251,1311,2015-04-21 09:50:31,2015-04-21 09:49:24,2015-04-21 09:50:31,Świadomie,Harm,Tak,1.0,Mężczyzna,1987.0,Wyższe,,Nie
1253,1253,1314,2015-04-21 10:11:05,2015-04-21 10:09:31,2015-04-21 10:11:05,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1994.0,Średnie,,Nie
1254,1254,1315,2015-04-21 10:20:17,2015-04-21 10:19:26,2015-04-21 10:20:17,Brak przysłówka,Harm,Tak,1.0,Kobieta,1980.0,Wyższe,,Nie
1255,1255,1316,2015-04-21 10:38:03,2015-04-21 10:36:32,2015-04-21 10:38:03,Specjalnie,Harm,Nie,1.0,Kobieta,1982.0,Wyższe,,Nie
1256,1256,1317,2015-04-21 10:41:31,2015-04-21 10:40:11,2015-04-21 10:41:31,Brak przysłówka,Help,Tak,4.0,Mężczyzna,1985.0,Wyższe,,Nie
1257,1257,1318,2015-04-21 10:43:47,2015-04-21 10:41:43,2015-04-21 10:43:47,Świadomie,Harm,Nie,2.0,Kobieta,1987.0,Wyższe,,Nie
1258,1258,1319,2015-04-21 11:06:07,2015-04-21 11:04:08,2015-04-21 11:06:07,Z rozmysłem,Help,Nie,5.0,Kobieta,1994.0,Średnie,,Nie
1259,1259,1320,2015-04-21 11:14:53,2015-04-21 11:11:41,2015-04-21 11:14:53,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1989.0,Wyższe,,Nie
1260,1260,1321,2015-04-21 11:19:41,2015-04-21 11:18:12,2015-04-21 11:19:41,Umyślnie,Help,Nie,4.0,Mężczyzna,1990.0,Średnie,,Nie
1262,1262,1323,2015-04-21 11:30:16,2015-04-21 11:28:36,2015-04-21 11:30:16,Chciał,Help,Nie,1.0,Kobieta,1972.0,Wyższe,,Nie
1263,1263,1324,2015-04-21 11:38:14,2015-04-21 11:36:06,2015-04-21 11:38:14,Świadomie,Harm,Tak,2.0,Kobieta,1990.0,Wyższe,,Nie
1264,1264,1325,2015-04-21 11:46:11,2015-04-21 11:44:35,2015-04-21 11:46:11,Celowo,Harm,Nie,3.0,Kobieta,1995.0,Średnie,,Nie
1265,1265,1326,2015-04-21 12:00:35,2015-04-21 11:59:16,2015-04-21 12:00:35,Specjalnie,Help,Nie,1.0,Kobieta,1992.0,Wyższe,,Nie
1266,1266,1327,2015-04-21 12:01:49,2015-04-21 12:00:14,2015-04-21 12:01:49,Celowo,Harm,Nie,1.0,Mężczyzna,1971.0,Wyższe,,Nie
1267,1267,1328,2015-04-21 12:06:51,2015-04-21 12:05:36,2015-04-21 12:06:51,Świadomie,Help,Tak,4.0,Kobieta,1986.0,Wyższe,,Nie
1269,1269,1330,2015-04-21 12:19:35,2015-04-21 12:17:45,2015-04-21 12:19:35,Celowo,Help,Nie,5.0,Mężczyzna,1976.0,Wyższe,,Nie
1270,1270,1331,2015-04-21 12:22:19,2015-04-21 12:20:06,2015-04-21 12:22:19,Świadomie,Harm,Tak,1.0,Kobieta,1986.0,Wyższe,,Nie
1271,1271,1332,2015-04-21 12:22:53,2015-04-21 12:20:41,2015-04-21 12:22:53,Specjalnie,Help,Tak,4.0,Kobieta,1997.0,Średnie,,Nie
1272,1272,1333,2015-04-21 12:34:48,2015-04-21 12:32:59,2015-04-21 12:34:48,Chciał,Harm,Nie,1.0,Mężczyzna,1988.0,Wyższe,,Nie
1273,1273,1334,2015-04-21 12:47:03,2015-04-21 12:45:48,2015-04-21 12:47:03,Zamierzał,Harm,Nie,1.0,Mężczyzna,1983.0,Wyższe,,Nie
1274,1274,1335,2015-04-21 12:56:14,2015-04-21 12:54:23,2015-04-21 12:56:14,Celowo,Help,Nie,1.0,Mężczyzna,1979.0,Wyższe,,Nie
1275,1275,1336,2015-04-21 13:12:20,2015-04-21 13:11:00,2015-04-21 13:12:20,Umyślnie,Help,Nie,5.0,Kobieta,1985.0,Wyższe,,Nie
1277,1277,1338,2015-04-21 13:27:58,2015-04-21 13:25:44,2015-04-21 13:27:58,Zamierzał,Help,Nie,1.0,Mężczyzna,1989.0,Wyższe,,Nie
1278,1278,1339,2015-04-21 13:33:17,2015-04-21 13:30:10,2015-04-21 13:33:16,Zamierzał,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Tak
1279,1279,1340,2015-04-21 13:32:19,2015-04-21 13:30:10,2015-04-21 13:32:19,Specjalnie,Harm,Nie,1.0,Kobieta,1989.0,Wyższe,,Nie
1282,1282,1343,2015-04-21 13:52:14,2015-04-21 13:50:37,2015-04-21 13:52:14,Specjalnie,Help,Nie,1.0,Mężczyzna,1987.0,Wyższe,,Tak
1285,1285,1346,2015-04-21 14:23:41,2015-04-21 14:15:28,2015-04-21 14:23:41,Chciał,Help,Nie,1.0,Kobieta,1988.0,Wyższe,,Nie
1286,1286,1347,2015-04-21 14:36:33,2015-04-21 14:35:17,2015-04-21 14:36:33,Chciał,Help,Nie,3.0,Kobieta,1988.0,Wyższe,,Nie
1287,1287,1349,2015-04-21 15:05:19,2015-04-21 14:49:39,2015-04-21 15:05:19,Zamierzał,Harm,Nie,1.0,Kobieta,1985.0,Wyższe,,Nie
1288,1288,1350,2015-04-21 15:49:19,2015-04-21 15:48:22,2015-04-21 15:49:19,Świadomie,Harm,Tak,1.0,Kobieta,1992.0,Wyższe,,Tak
1289,1289,1351,2015-04-21 16:06:27,2015-04-21 16:05:24,2015-04-21 16:06:27,Zamierzał,Help,Nie,4.0,Kobieta,1988.0,Wyższe,,Tak
1290,1290,1352,2015-04-21 16:22:00,2015-04-21 16:20:32,2015-04-21 16:22:00,Celowo,Harm,Tak,1.0,Kobieta,1990.0,Wyższe,,Nie
1292,1292,1356,2015-04-21 16:48:07,2015-04-21 16:46:14,2015-04-21 16:48:07,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1996.0,Średnie,,Nie
1293,1293,1357,2015-04-21 17:00:17,2015-04-21 16:59:03,2015-04-21 17:00:17,Celowo,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
1295,1295,1359,2015-04-21 17:30:18,2015-04-21 17:27:43,2015-04-21 17:30:18,Specjalnie,Help,Nie,2.0,Kobieta,1995.0,Średnie,,Nie
1296,1296,1360,2015-04-21 17:43:44,2015-04-21 17:41:56,2015-04-21 17:43:44,Specjalnie,Help,Nie,2.0,Kobieta,1993.0,Średnie,,Nie
1297,1297,1361,2015-04-21 17:52:58,2015-04-21 17:50:18,2015-04-21 17:52:58,Chciał,Help,Nie,3.0,Mężczyzna,1987.0,Średnie,,Nie
1299,1299,1363,2015-04-21 17:57:39,2015-04-21 17:56:00,2015-04-21 17:57:39,Umyślnie,Harm,Tak,2.0,Mężczyzna,1991.0,Średnie,,Nie
1300,1300,1364,2015-04-21 18:04:25,2015-04-21 18:03:03,2015-04-21 18:04:25,Z rozmysłem,Harm,Tak,1.0,Kobieta,1985.0,Wyższe,,Nie
1301,1301,1365,2015-04-21 18:15:37,2015-04-21 18:12:58,2015-04-21 18:15:37,Celowo,Harm,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
1302,1302,1366,2015-04-21 18:18:10,2015-04-21 18:16:05,2015-04-21 18:18:10,Zamierzał,Harm,Nie,1.0,Kobieta,1888.0,Wyższe,,Nie
1303,1303,1367,2015-04-21 18:43:26,2015-04-21 18:41:30,2015-04-21 18:43:26,Celowo,Harm,Nie,1.0,Kobieta,1994.0,Średnie,,Tak
1304,1304,1368,2015-04-21 19:06:03,2015-04-21 19:02:03,2015-04-21 19:06:03,Specjalnie,Help,Nie,5.0,Kobieta,1989.0,Wyższe,,Nie
1305,1305,1369,2015-04-21 19:51:36,2015-04-21 19:50:03,2015-04-21 19:51:36,Celowo,Harm,Nie,3.0,Kobieta,1976.0,Wyższe,,Nie
1306,1306,1370,2015-04-21 20:01:10,2015-04-21 20:00:08,2015-04-21 20:01:10,Chciał,Harm,Nie,1.0,Mężczyzna,1985.0,Wyższe,,Nie
